,title,title_link,publication_info,snippet,cited_by_link,cited_by_count,pdf_file,year
211,Intraflagellar transport is deeply integrated in hedgehog signaling,https://www.molbiolcell.org/doi/abs/10.1091/mbc.E17-10-0600,"T Eguether, FP Cordelieres… - Molecular biology of the …, 2018 - Am Soc Cell Biol","The vertebrate hedgehog pathway is organized in primary cilia, and hedgehog components 
relocate into or out of cilia during signaling. Defects in intraflagellar transport (IFT) typically …","https://scholar.google.com/scholar?cites=13812875509783812811&as_sdt=5,47&sciodt=0,47&hl=en",38.0,https://www.molbiolcell.org/doi/pdf/10.1091/mbc.E17-10-0600,2018
212,The roles of postsynaptic density-95 interactors in dendrite development and recovery after traumatic brain injury,https://rucore.libraries.rutgers.edu/rutgers-lib/59121/,MV Patel - 2018 - rucore.libraries.rutgers.edu,"10 guanine deaminase activity. Furthermore, overexpression of either cypin or cypinS increases 
miniature excitatory postsynaptic current (mEPSC) frequency, pointing to a presynaptic …",,,https://rucore.libraries.rutgers.edu/rutgers-lib/59121/PDF/1/,2018
213,Painful terminal neuroma prevention by capping PRGD/PDLLA conduit in rat sciatic nerves,https://onlinelibrary.wiley.com/doi/abs/10.1002/advs.201700876,"J Yi, N Jiang, B Li, Q Yan, T Qiu… - Advanced …, 2018 - Wiley Online Library","Neuroma formation after amputation as a long‐term deficiency leads to spontaneous 
neuropathic pain that reduces quality of life of patients. To prevent neuroma formation, capping …","https://scholar.google.com/scholar?cites=15626800650265231763&as_sdt=5,47&sciodt=0,47&hl=en",24.0,https://onlinelibrary.wiley.com/doi/pdf/10.1002/advs.201700876,2018
214,Csmd2 is a Synaptic Transmembrane Protein that Interacts with PSD-95,https://www.biorxiv.org/content/10.1101/362657.abstract,"MA Gutierrez, BE Dwyer, SJ Franco - bioRxiv, 2018 - biorxiv.org","Mutations and copy number variants of the Cub and Sushi Multiple Domains 2 (CSMD2) 
gene are associated with schizophrenia and autism spectrum disorder. CSMD2 is a single-pass …",,,https://www.biorxiv.org/content/biorxiv/early/2018/07/05/362657.full.pdf,2018
215,"Age-dependent expression pattern in the mammalian brain of a novel, small peptide encoded in the 22q11. 2 deletion syndrome region",https://www.sciencedirect.com/science/article/pii/S1567133X17302144,"S Kragness, MAA Harrison, JJ Westmoreland… - Gene Expression …, 2018 - Elsevier","22q11.2 deletion syndrome (22q11.2DS) carries increased risk for both physical and psychiatric 
symptoms, including a high risk for schizophrenia. Understanding the genetic elements …","https://scholar.google.com/scholar?cites=14752605841516360955&as_sdt=5,47&sciodt=0,47&hl=en",5.0,,2018
216,The female epilepsy protein PCDH19 is a new GABAAR-binding partner that regulates GABAergic transmission as well as migration and morphological maturation of …,https://academic.oup.com/hmg/article-abstract/27/6/1027/4816201,"S Bassani, AW Cwetsch, L Gerosa… - Human molecular …, 2018 - academic.oup.com","The PCDH19 gene (Xp22.1) encodes the cell-adhesion protein protocadherin-19 (PCDH19) 
and is responsible for a neurodevelopmental pathology characterized by female-limited …","https://scholar.google.com/scholar?cites=9992468506077447242&as_sdt=5,47&sciodt=0,47&hl=en",57.0,https://academic.oup.com/hmg/article/27/6/1027/4816201,2018
217,Regulation of SAP102 synaptic targeting by phosphorylation,https://link.springer.com/article/10.1007/s12035-017-0836-4,"Z Wei, G Wu, BS Chen - Molecular neurobiology, 2018 - Springer","Synapse-associated protein 102 (SAP102) is a scaffolding protein highly expressed early in 
development and plays a critical role in mediating glutamate receptor trafficking during …","https://scholar.google.com/scholar?cites=17823217458158744700&as_sdt=5,47&sciodt=0,47&hl=en",8.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6599631/,2018
218,[HTML][HTML] Homozygous expression of mutant ELOVL4 leads to seizures and death in a novel animal model of very long-chain fatty acid deficiency,https://link.springer.com/article/10.1007/s12035-017-0824-8,"BR Hopiavuori, F Deák, JL Wilkerson, RS Brush… - Molecular …, 2018 - Springer","Lipids are essential components of the nervous system. However, the functions of very long-chain 
fatty acids (VLC-FA; ≥ 28 carbons) in the brain are unknown. The enzyme …","https://scholar.google.com/scholar?cites=15312961410903538061&as_sdt=5,47&sciodt=0,47&hl=en",23.0,https://link.springer.com/article/10.1007/s12035-017-0824-8,2018
219,Identification and characterization of site‐specific N‐glycosylation in the potassium channel Kv3. 1b,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcp.25915,"PC Vicente, JY Kim, JJ Ha, MY Song… - Journal of Cellular …, 2018 - Wiley Online Library","The potassium ion channel Kv3.1b is a member of a family of voltage‐gated ion channels that 
are glycosylated in their mature form. In the present study, we demonstrate the impact of N‐…","https://scholar.google.com/scholar?cites=12925620923424383253&as_sdt=5,47&sciodt=0,47&hl=en",6.0,,2018
220,[HTML][HTML] Direct binding between pre-S1 and TRP-like domains in TRPP channels mediates gating and functional regulation by PIP2,https://www.sciencedirect.com/science/article/pii/S2211124718300743,"W Zheng, R Cai, L Hofmann, V Nesin, Q Hu, W Long… - Cell reports, 2018 - Elsevier","Transient receptor potential (TRP) channels are regulated by diverse stimuli comprising 
thermal, chemical, and mechanical modalities. They are also commonly regulated by …","https://scholar.google.com/scholar?cites=11546023765385568191&as_sdt=5,47&sciodt=0,47&hl=en",41.0,https://www.sciencedirect.com/science/article/pii/S2211124718300743,2018
221,[CITATION][C] Die Rolle von Kainatrezeptoruntereinheiten und NETOs für die postnatale Reifung und Aktivität kortikaler Neurone,,A Jack,,,,,2018
222,Efficient propagation of misfolded tau between individual neurons occurs in absence of degeneration,https://www.biorxiv.org/content/10.1101/372029.abstract,"GI Hallinan, M Vargas-Caballero, J West, K Deinhardt - bioRxiv, 2018 - biorxiv.org","In Alzheimer’s disease, misfolded tau protein propagates through the brain in a prion-like 
manner along connected circuits. Tauopathy correlates with significant neuronal death, but the …","https://scholar.google.com/scholar?cites=7124695626020676202&as_sdt=5,47&sciodt=0,47&hl=en",2.0,https://www.biorxiv.org/content/10.1101/372029.full.pdf,2018
223,[HTML][HTML] Promoting myelin repair through in vivo neuroblast reprogramming,https://www.sciencedirect.com/science/article/pii/S2213671118301061,"B El Waly, M Cayre, P Durbec - Stem Cell Reports, 2018 - Elsevier","Demyelination is frequently observed in a variety of CNS insults and neurodegenerative 
diseases. In rodents, adult neural stem cells can generate oligodendrocytes and participate to …","https://scholar.google.com/scholar?cites=6015453772568027293&as_sdt=5,47&sciodt=0,47&hl=en",17.0,https://www.sciencedirect.com/science/article/pii/S2213671118301061,2018
224,Arterial smooth muscle cell PKD2 (TRPP1) channels regulate systemic blood pressure,https://elifesciences.org/articles/42628,"S Bulley, C Fernandez-Pena, R Hasan, MD Leo… - Elife, 2018 - elifesciences.org","Systemic blood pressure is determined, in part, by arterial smooth muscle cells (myocytes). 
Several Transient Receptor Potential (TRP) channels are proposed to be expressed in …","https://scholar.google.com/scholar?cites=16728992389701303604&as_sdt=5,47&sciodt=0,47&hl=en",29.0,https://elifesciences.org/articles/42628.pdf,2018
225,Metatarsalgia,https://www.radiologic.theclinics.com/article/S0033-8389(18)30070-8/abstract,"A Hodes, H Umans - Radiologic Clinics, 2018 - radiologic.theclinics.com","Metatarsalgia is a term that refers to pain regardless of cause located in the region of the 
metatarsal (MT), metatarsophalangeal joint (MTPJ), intermetatarsal space (IS), and …","https://scholar.google.com/scholar?cites=16888223462183954528&as_sdt=5,47&sciodt=0,47&hl=en",11.0,,2018
226,[HTML][HTML] A hippocampal circuit linking dorsal CA2 to ventral CA1 critical for social memory dynamics,https://www.nature.com/articles/s41467-018-06501-w,"T Meira, F Leroy, EW Buss, A Oliva, J Park… - Nature …, 2018 - nature.com","Recent results suggest that social memory requires the dorsal hippocampal CA2 region as 
well as a subset of ventral CA1 neurons. However, it is unclear whether dorsal CA2 and …","https://scholar.google.com/scholar?cites=16563733132284123404&as_sdt=5,47&sciodt=0,47&hl=en",163.0,https://www.nature.com/articles/s41467-018-06501-w,2018
227,Physiological role of Kvβ2 (AKR 6) in murine skeletal muscle growth and regulation,https://onlinelibrary.wiley.com/doi/abs/10.1111/apha.13083,"KC Chapalamadugu, J Tur, SL Badole… - Acta …, 2018 - Wiley Online Library","Aim Potassium channel accessory subunits (Kvβ) play a key role in cardiac electrical activity 
through ion channel modulation. In this study, we hypothesize that Kvβ2 regulates skeletal …","https://scholar.google.com/scholar?cites=8319203103605884294&as_sdt=5,47&sciodt=0,47&hl=en",5.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6160328/,2018
228,The Role of Mental Disorder Susceptibility Molecule CNTNAP2 in Interneuron Function and Pathology,https://search.proquest.com/openview/ac08098089889c140dbe6b477519b4c4/1?pq-origsite=gscholar&cbl=18750&diss=y,R Gao - 2018 - search.proquest.com,"Contactin associated protein like 2 (CNTNAP2) has emerged as a prominent susceptibility 
gene implicated in multiple complex neurodevelopmental disorders, including autism …",,,,2018
229,[HTML][HTML] A rare human CEP290 variant disrupts the molecular integrity of the primary cilium and impairs Sonic Hedgehog machinery,https://www.nature.com/articles/s41598-018-35614-x,"MBC Kilander, CH Wang, CH Chang, JE Nestor… - Scientific reports, 2018 - nature.com","The primary cilium is a microtubule-enriched cell-communication organelle that participates 
in mechanisms controlling tissue development and maintenance, including cerebellar …","https://scholar.google.com/scholar?cites=1659221177176285683&as_sdt=5,47&sciodt=0,47&hl=en",13.0,https://www.nature.com/articles/s41598-018-35614-x,2018
230,[PDF][PDF] Stress-induced changes in social dominance are scaled by AMPA-type glutamate receptor phosphorylation in the medial prefrontal cortex,https://link.springer.com/content/pdf/10.1038/s41598-018-33410-1.pdf,"MJ Park, BA Seo, B Lee, HS Shin, MG Kang - Scientific Reports, 2018 - Springer","The establishment and maintenance of social dominance are critical for social stability and 
the survival and health of individual animals. Stress lead to depression and a decrease in the …","https://scholar.google.com/scholar?cites=3202200427376047695&as_sdt=5,47&sciodt=0,47&hl=en",36.0,https://link.springer.com/content/pdf/10.1038/s41598-018-33410-1.pdf,2018
231,[HTML][HTML] Rare disease mechanisms identified by genealogical proteomics of copper homeostasis mutant pedigrees,https://www.sciencedirect.com/science/article/pii/S2405471218300085,"SA Zlatic, A Vrailas-Mortimer, A Gokhale, LJ Carey… - Cell systems, 2018 - Elsevier","Rare neurological diseases shed light onto universal neurobiological processes. However, 
molecular mechanisms connecting genetic defects to their disease phenotypes are elusive. …","https://scholar.google.com/scholar?cites=4744125223117438511&as_sdt=5,47&sciodt=0,47&hl=en",14.0,https://www.sciencedirect.com/science/article/pii/S2405471218300085,2018
232,Two microcephaly-associated novel missense mutations in CASK specifically disrupt the CASK–neurexin interaction,https://link.springer.com/article/10.1007/s00439-018-1874-3,"LEW LaConte, V Chavan, AF Elias, C Hudson… - Human genetics, 2018 - Springer","… Immunostaining for CASK was done with a CASK antibody from Neuromab (clone 
number K56A/50). Tbr1 immunostaining was done with Anti-Tbr1 antibody from Millipore (AB2261). …","https://scholar.google.com/scholar?cites=1133051532322529257&as_sdt=5,47&sciodt=0,47&hl=en",30.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6391276/,2018
233,[HTML][HTML] Reciprocal control of excitatory synapse numbers by Wnt and Wnt inhibitor PRR7 secreted on exosomes,https://www.nature.com/articles/s41467-018-05858-2,"SH Lee, SM Shin, P Zhong, HT Kim, DI Kim… - Nature …, 2018 - nature.com","Secreted Wnts play crucial roles in synaptogenesis and synapse maintenance, but endogenous 
factors promoting synapse elimination in central neurons remain unknown. Here we …","https://scholar.google.com/scholar?cites=4348765530734564903&as_sdt=5,47&sciodt=0,47&hl=en",37.0,https://www.nature.com/articles/s41467-018-05858-2,2018
234,Maternal cannabinoid exposure during lactation alters the developmental trajectory of prefrontal cortex GABA-currents in offspring,https://www.biorxiv.org/content/10.1101/336735.abstract,"AF Scheyer, J Wager-Miller, AL Pelissier-Alicot… - bioRxiv, 2018 - biorxiv.org","Cannabis is the most widely used illicit drug in the world, and its usage is increasing with its 
widespread legalization. Use of the drug by mothers during lactation may transfer active …","https://scholar.google.com/scholar?cites=4699515899826825242&as_sdt=5,47&sciodt=0,47&hl=en",2.0,https://www.biorxiv.org/content/10.1101/336735.full.pdf,2018
235,[PDF][PDF] DOCTEUR DE L'UNIVERSITÉ DE BORDEAUX ET DE L'UNIVERSITÉ CATHOLIQUE DU CHILI,https://repositorio.uc.cl/rest/bitstreams/8fbffb50-64ed-4d68-8cc3-73fd57f30778/retrieve,CM OLIVA - 2018 - repositorio.uc.cl,"Les récepteurs AMPA (AMPARs) sont les principaux responsables de la transmission excitatrice 
rapide dans le système nerveux central, aussi les neurones d’hippocampe étudiés ici. …",,,https://repositorio.uc.cl/rest/bitstreams/8fbffb50-64ed-4d68-8cc3-73fd57f30778/retrieve,2018
236,AMPA receptor stabilization mediated by non-canonical Wnt signaling protects against Aβ42 oligomers synaptotoxicity,https://repositorio.uc.cl/xmlui/handle/11534/22325,C Montecinos Oliva - 2018 - repositorio.uc.cl,"Los receptores AMPA (AMPARs) son los principales responsables de la respuesta excitatoria 
rápida en el sistema nervioso central, incluyendo neuronas hipocampales, estudiadas en …",,,https://repositorio.uc.cl/xmlui/bitstream/handle/11534/22325/Thesis%20Carla%20MONTECINOS.pdf,2018
237,[HTML][HTML] High fidelity cryopreservation and recovery of primary rodent cortical neurons,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6158653/,"SS Parker, A Moutal, S Cai, S Chandrasekaran… - ENeuro, 2018 - ncbi.nlm.nih.gov","… white) from indicated conditions were fixed at DIV12 (A), DIV14 (B), and DIV16 (C), and 
immunolabeled using antibodies against excitatory postsynaptic marker PSD95 (NeuroMab; …","https://scholar.google.com/scholar?cites=2964876700705430794&as_sdt=5,47&sciodt=0,47&hl=en",14.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6158653/,2018
